,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
29,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfuncnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfuncoldJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,[52],['  @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/MoreObjects,guava/src/com/google/common/base/MoreObjects.java,"public static T firstNonNull(@Nullable T first, @Nullable T second)",9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_16.txt,[213],['  //@CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public final String join(@Nullable Object first, @Nullable Object second, Object... rest)",3,1,9cd3ea9cedd399648488142f7e1eefd0f5a63866
30,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfuncnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfuncoldJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,[70],['  @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,public static Joiner on(String separator),9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_17.txt,[213],['  //@CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public final String join(@Nullable Object first, @Nullable Object second, Object... rest)",3,1,9cd3ea9cedd399648488142f7e1eefd0f5a63866
31,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt," create a copy to keep it consistent in case value changes
",9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfuncnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt," create a copy to keep it consistent in case value changes
",9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfuncoldJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,[322],['    @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/MoreObjects,guava/src/com/google/common/base/MoreObjects.java,public String toString(),9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_18.txt,[213],['  //@CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public final String join(@Nullable Object first, @Nullable Object second, Object... rest)",3,1,9cd3ea9cedd399648488142f7e1eefd0f5a63866
32,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfuncnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfuncoldJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,[184],['  @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,public final String join(Iterable<?> parts),9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_19.txt,[213],['  //@CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public final String join(@Nullable Object first, @Nullable Object second, Object... rest)",3,1,9cd3ea9cedd399648488142f7e1eefd0f5a63866
33,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newfuncnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_oldfuncoldJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,[414],['    @CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public String join(Iterable<? extends Entry<?, ?>> entries)",9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocfunccode_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_newdocnewJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,,9cd3ea9cedd399648488142f7e1eefd0f5a63866/Codes/Match_olddocJdoc_9cd3ea9cedd399648488142f7e1eefd0f5a63866_20.txt,[213],['  //@CheckReturnValue\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v19.0/9cd3ea9cedd399648488142f7e1eefd0f5a63866/Joiner,guava/src/com/google/common/base/Joiner.java,"public final String join(@Nullable Object first, @Nullable Object second, Object... rest)",3,1,9cd3ea9cedd399648488142f7e1eefd0f5a63866
34,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_oldfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newfuncnewJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_oldfuncoldJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,[],[],"[1082, 906]","['  @Beta\n', '  @Beta\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/4b96d280b8e4a8279025fb704fbcaac015bcca8b/Maps_2,guava/src/com/google/common/collect/Maps.java,"public static ImmutableMap<K, V> toMap(Iterable<K> keys, Function<? super K, V> valueFunction)",4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_olddocfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newdocfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newdocnewJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_olddocJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_1.txt,"[416, 417, 418, 419, 420, 402, 403, 404, 405, 406, 407, 408, 414, 415]","['   * Returns an immutable map whose keys are the distinct elements of this {@code FluentIterable}\n', ""   * and whose value for each key was computed by {@code valueFunction}. The map's iteration order\n"", '   * is the order of the first appearance of each key in this iterable.\n', '   *\n', '   * <p>When there are multiple instances of a key in this iterable, it is unspecified whether\n', '   * {@code valueFunction} will be applied to more than one instance of that key and, if it is,\n', '   * which result will be mapped to that key in the returned map.\n', '   * Returns an immutable map whose keys are the distinct elements of this {@code FluentIterable}\n', ""   * and whose value for each key was computed by {@code valueFunction}. The map's iteration order\n"", '   * is the order of the first appearance of each key in this iterable.\n', '   *\n', '   * <p>When there are multiple instances of a key in this iterable, it is unspecified whether\n', '   * {@code valueFunction} will be applied to more than one instance of that key and, if it is,\n', '   * which result will be mapped to that key in the returned map.\n']","[416, 417, 402, 403, 404, 405, 414, 415]","['  @Beta\n', '  @Beta\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/4b96d280b8e4a8279025fb704fbcaac015bcca8b/FluentIterable_2,guava/src/com/google/common/collect/FluentIterable.java,"public final ImmutableMap<E, V> toMap(Function<? super E, V> valueFunction)",5,1,4b96d280b8e4a8279025fb704fbcaac015bcca8b
35,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_oldfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt," Using LHM instead of a builder so as not to fail on duplicate keys
",4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newfuncnewJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt," Using LHM instead of a builder so as not to fail on duplicate keys
",4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_oldfuncoldJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,[],[],"[1099, 923]","['  @Beta\n', '  @Beta\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/4b96d280b8e4a8279025fb704fbcaac015bcca8b/Maps_2,guava/src/com/google/common/collect/Maps.java,"public static ImmutableMap<K, V> toMap(Iterator<K> keys, Function<? super K, V> valueFunction)",4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_olddocfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newdocfunccode_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_newdocnewJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,,4b96d280b8e4a8279025fb704fbcaac015bcca8b/Codes/Match_olddocJdoc_4b96d280b8e4a8279025fb704fbcaac015bcca8b_2.txt,"[416, 417, 418, 419, 420, 402, 403, 404, 405, 406, 407, 408, 414, 415]","['   * Returns an immutable map whose keys are the distinct elements of this {@code FluentIterable}\n', ""   * and whose value for each key was computed by {@code valueFunction}. The map's iteration order\n"", '   * is the order of the first appearance of each key in this iterable.\n', '   *\n', '   * <p>When there are multiple instances of a key in this iterable, it is unspecified whether\n', '   * {@code valueFunction} will be applied to more than one instance of that key and, if it is,\n', '   * which result will be mapped to that key in the returned map.\n', '   * Returns an immutable map whose keys are the distinct elements of this {@code FluentIterable}\n', ""   * and whose value for each key was computed by {@code valueFunction}. The map's iteration order\n"", '   * is the order of the first appearance of each key in this iterable.\n', '   *\n', '   * <p>When there are multiple instances of a key in this iterable, it is unspecified whether\n', '   * {@code valueFunction} will be applied to more than one instance of that key and, if it is,\n', '   * which result will be mapped to that key in the returned map.\n']","[416, 417, 402, 403, 404, 405, 414, 415]","['  @Beta\n', '  @Beta\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/4b96d280b8e4a8279025fb704fbcaac015bcca8b/FluentIterable_2,guava/src/com/google/common/collect/FluentIterable.java,"public final ImmutableMap<E, V> toMap(Function<? super E, V> valueFunction)",5,1,4b96d280b8e4a8279025fb704fbcaac015bcca8b
36,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,,,,,"[96, 97, 98, 99, 165, 166, 360, 361, 269, 270, 463, 464, 117, 86, 118, 87]","['    @Override\n', '    public String toString() {\n', '  @Override\n', '  public String toString() {\n', '  @Override\n', '  public String toString() {\n', '        @Override\n', '        public String toString() {\n', '          return AbstractExecutionThreadService.this.toString();\n', '        }\n', '  @Override\n', '  public String toString() {\n', '    @Override\n', '    public String toString() {\n', '  @Override\n', '  public String toString() {\n']","[113, 259, 83, 343, 89, 90, 91, 157, 446]","['    @Override public String toString() {\n', '  @Override public String toString() {\n', '  @Override public String toString() {\n', '    @Override public String toString() {\n', '      return AbstractExecutionThreadService.this.toString();\n', '    }\n', '  @Override public String toString() {\n', '    @Override public String toString() {\n', '  @Override public String toString() {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/AbstractScheduledService,guava/src/com/google/common/util/concurrent/AbstractScheduledService.java,public String toString(),69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_1.txt,"[86, 87, 88, 90, 91, 93, 94]","[""   * <p>This implementation calls {@link #get(long, TimeUnit)} and maps that method's standard\n"", '   * exceptions (excluding {@link TimeoutException}, which is propagated) to instances of type\n', '   * {@code X} using {@link #mapException}.\n', '   * <p>In addition, if {@code get} throws an {@link InterruptedException}, this implementation will\n', ""   * set the current thread's interrupt status before calling {@code mapException}.\n"", '   * @throws X if {@link #get()} throws an {@link InterruptedException}, {@link\n', '   *     CancellationException}, or {@link ExecutionException}\n']","[96, 97, 98, 100, 101, 102, 92, 93, 94]","['    @Override public String toString() {\n', '  @Override public String toString() {\n', '  @Override public String toString() {\n', '    @Override public String toString() {\n', '      return AbstractExecutionThreadService.this.toString();\n', '    }\n', '  @Override public String toString() {\n', '    @Override public String toString() {\n', '  @Override public String toString() {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/AbstractCheckedFuture,guava/src/com/google/common/util/concurrent/AbstractCheckedFuture.java,"public V checkedGet(long timeout, TimeUnit unit) throws TimeoutException, X",5,1,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41
37,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfuncnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfuncoldJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,"[309, 310, 633, 634]","['  public static <I, O> ListenableFuture<O> transform(\n', '      ListenableFuture<I> input, AsyncFunction<? super I, ? extends O> function) {\n', '  public static <I, O> ListenableFuture<O> transform(\n', '      ListenableFuture<I> input, AsyncFunction<? super I, ? extends O> function) {\n']","[333, 653, 334, 654]","['  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '      AsyncFunction<? super I, ? extends O> function) {\n', '  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '      AsyncFunction<? super I, ? extends O> function) {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Futures,guava-gwt/src-super/com/google/common/util/concurrent/super/com/google/common/util/concurrent/Futures.java,"public static ListenableFuture<O> transform(ListenableFuture<I> input, AsyncFunction<? super I, ? extends O> function)",69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_2.txt,"[86, 87, 88, 90, 91, 93, 94]","[""   * <p>This implementation calls {@link #get(long, TimeUnit)} and maps that method's standard\n"", '   * exceptions (excluding {@link TimeoutException}, which is propagated) to instances of type\n', '   * {@code X} using {@link #mapException}.\n', '   * <p>In addition, if {@code get} throws an {@link InterruptedException}, this implementation will\n', ""   * set the current thread's interrupt status before calling {@code mapException}.\n"", '   * @throws X if {@link #get()} throws an {@link InterruptedException}, {@link\n', '   *     CancellationException}, or {@link ExecutionException}\n']","[96, 97, 98, 100, 101, 102, 92, 93, 94]","['  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '      AsyncFunction<? super I, ? extends O> function) {\n', '  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '      AsyncFunction<? super I, ? extends O> function) {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/AbstractCheckedFuture,guava/src/com/google/common/util/concurrent/AbstractCheckedFuture.java,"public V checkedGet(long timeout, TimeUnit unit) throws TimeoutException, X",5,1,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41
38,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfuncnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfuncoldJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,"[355, 356, 679, 680]","['  public static <I, O> ListenableFuture<O> transform(\n', '      ListenableFuture<I> input,\n', '  public static <I, O> ListenableFuture<O> transform(\n', '      ListenableFuture<I> input,\n']","[383, 703]","['  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Futures,guava-gwt/src-super/com/google/common/util/concurrent/super/com/google/common/util/concurrent/Futures.java,"public static ListenableFuture<O> transform(ListenableFuture<I> input, AsyncFunction<? super I, ? extends O> function, Executor executor)",69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_3.txt,"[86, 87, 88, 90, 91, 93, 94]","[""   * <p>This implementation calls {@link #get(long, TimeUnit)} and maps that method's standard\n"", '   * exceptions (excluding {@link TimeoutException}, which is propagated) to instances of type\n', '   * {@code X} using {@link #mapException}.\n', '   * <p>In addition, if {@code get} throws an {@link InterruptedException}, this implementation will\n', ""   * set the current thread's interrupt status before calling {@code mapException}.\n"", '   * @throws X if {@link #get()} throws an {@link InterruptedException}, {@link\n', '   *     CancellationException}, or {@link ExecutionException}\n']","[96, 97, 98, 100, 101, 102, 92, 93, 94]","['  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n', '  public static <I, O> ListenableFuture<O> transform(ListenableFuture<I> input,\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/AbstractCheckedFuture,guava/src/com/google/common/util/concurrent/AbstractCheckedFuture.java,"public V checkedGet(long timeout, TimeUnit unit) throws TimeoutException, X",5,1,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41
39,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newfuncnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_oldfuncoldJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,[62],"['  public static <V> ListenableFutureTask<V> create(Runnable runnable, @Nullable V result) {\n']","[68, 69]","['  public static <V> ListenableFutureTask<V> create(\n', '      Runnable runnable, @Nullable V result) {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/ListenableFutureTask,guava/src/com/google/common/util/concurrent/ListenableFutureTask.java,"public static ListenableFutureTask<V> create(Runnable runnable, @Nullable V result)",69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocfunccode_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_newdocnewJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/Codes/Match_olddocJdoc_69a75be1f1f8b15a03fe8aaf985aceadc7a10f41_4.txt,"[86, 87, 88, 90, 91, 93, 94]","[""   * <p>This implementation calls {@link #get(long, TimeUnit)} and maps that method's standard\n"", '   * exceptions (excluding {@link TimeoutException}, which is propagated) to instances of type\n', '   * {@code X} using {@link #mapException}.\n', '   * <p>In addition, if {@code get} throws an {@link InterruptedException}, this implementation will\n', ""   * set the current thread's interrupt status before calling {@code mapException}.\n"", '   * @throws X if {@link #get()} throws an {@link InterruptedException}, {@link\n', '   *     CancellationException}, or {@link ExecutionException}\n']","[96, 97, 98, 100, 101, 102, 92, 93, 94]","['  public static <V> ListenableFutureTask<V> create(\n', '      Runnable runnable, @Nullable V result) {\n']",/home/pritish/Documents/IP work/guv_ver/v19.0/69a75be1f1f8b15a03fe8aaf985aceadc7a10f41/AbstractCheckedFuture,guava/src/com/google/common/util/concurrent/AbstractCheckedFuture.java,"public V checkedGet(long timeout, TimeUnit unit) throws TimeoutException, X",5,1,69a75be1f1f8b15a03fe8aaf985aceadc7a10f41
